university_id,university,country_code,field_category,field_category_en,field_category_it,source
71,Universität Vienna,AT,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
71,Universität Vienna,AT,BUS,"Business, Economics & Management",Economia e Management,ETER
71,Universität Vienna,AT,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
71,Universität Vienna,AT,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
71,Universität Vienna,AT,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
71,Universität Vienna,AT,ICT,Computer Science & IT,Informatica e IT,ETER
71,Universität Vienna,AT,LAW,Law,Giurisprudenza,ETER
71,Universität Vienna,AT,MED,Medicine & Health,Medicina e Salute,ETER
71,Universität Vienna,AT,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
71,Universität Vienna,AT,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
72,Veterinärmedizinische Universität Wien,AT,MED,Medicine & Health,Medicina e Salute,name-heuristic
73,"Webster University, Vienna",AT,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
73,"Webster University, Vienna",AT,BUS,"Business, Economics & Management",Economia e Management,ETER
73,"Webster University, Vienna",AT,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
73,"Webster University, Vienna",AT,ICT,Computer Science & IT,Informatica e IT,ETER
73,"Webster University, Vienna",AT,LAW,Law,Giurisprudenza,ETER
73,"Webster University, Vienna",AT,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
74,Wirtschaftsuniversität Wien,AT,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
75,Academy of the Ministry of Internal Affairs of the Republic of Belarus,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
76,Belarusian State Agricultural Academy,BY,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,name-heuristic
77,Belarusian State Agrarian Technical University,BY,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
78,Belarusian State University of Transport,BY,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,name-heuristic
79,Belarusian State Academy of Music,BY,ART,"Arts, Design & Music","Arte, Design e Musica",name-heuristic
80,Belarusian National Technical University,BY,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
81,Brest State University,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
82,Belarusian-Russian University,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
83,Belarusian State Economic University,BY,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
84,Belarusian State Medical University,BY,MED,Medicine & Health,Medicina e Salute,name-heuristic
85,Belarusian State Pedagogical University M. Tanka,BY,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,name-heuristic
86,Brest State Technical University,BY,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
87,Belarusian State Technological University,BY,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
88,Belarusian State University,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
89,Belarusian State University of Informatics and Radioelectronics,BY,ICT,Computer Science & IT,Informatica e IT,name-heuristic
90,Belarusian State University of Culture and Arts,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
91,Grodno State Medical University,BY,MED,Medicine & Health,Medicina e Salute,name-heuristic
92,Grodno State University Yanka Kupaly,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
93,Gomel State Technical University Pavel Sukhoi,BY,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
94,Gomel State University Francisk Scarnia,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
95,International Sakharov Environmental University,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
96,Institute for Command Engineers of The Ministry for Emergency Situations,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
97,Gomel State Medical University,BY,MED,Medicine & Health,Medicina e Salute,name-heuristic
98,Mozyr State Pedagogical Institute,BY,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,name-heuristic
99,Minsk Institute of Management,BY,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
100,Minsk State Linguistic University,BY,HUM,Humanities & Languages,Studi Umanistici e Lingue,name-heuristic
101,Mogilev State University A.A. Kuleshov,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
102,Academy of Public Administration of Belarus,BY,SOC,Social & Political Sciences,Scienze Sociali e Politiche,name-heuristic
103,Polotsk State University,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
104,Grodno State Agrarian University,BY,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,name-heuristic
105,Vitebsk State Medical University,BY,MED,Medicine & Health,Medicina e Salute,name-heuristic
106,Vitebsk State Academy of Veterinary Medicine,BY,MED,Medicine & Health,Medicina e Salute,name-heuristic
107,Vitebsk State Technological University,BY,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
108,Vitebsk State University,BY,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
109,Brexgata University Academy,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
110,European Carolus Magnus University,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
111,College of Europe,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
112,Continental Theological Seminary,BE,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,name-heuristic
113,ECAM - Institut Supérieur Industriel,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
114,Erasmushogeschool Brussel,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
115,EHSAL - Europese Hogeschool Brussel,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
116,"Evangelische Theologische Faculteit, Leuven",BE,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,name-heuristic
117,European International University,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
118,Faculté Polytechnique de Mons,BE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
119,Faculté Universitaire des Sciences Agronomiques de Gembloux,BE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,name-heuristic
120,Facultés Universitaires Catholiques de Mons,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
121,Fondation Universitaire Luxembourgeoise,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
122,Facultés Universitaires Notre-Dame de la Paix,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
123,Facultés Universitaires Saint-Louis,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
124,Hogeschool Antwerpen,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
125,Hogere Zeevaartschool - Maritime Academy,BE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
126,Brussels Management School (ICHEC),BE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
126,Brussels Management School (ICHEC),BE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
126,Brussels Management School (ICHEC),BE,BUS,"Business, Economics & Management",Economia e Management,ETER
126,Brussels Management School (ICHEC),BE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
126,Brussels Management School (ICHEC),BE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
126,Brussels Management School (ICHEC),BE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
126,Brussels Management School (ICHEC),BE,ICT,Computer Science & IT,Informatica e IT,ETER
126,Brussels Management School (ICHEC),BE,LAW,Law,Giurisprudenza,ETER
126,Brussels Management School (ICHEC),BE,MED,Medicine & Health,Medicina e Salute,ETER
127,Karel De Grote Hogeschool,BE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
127,Karel De Grote Hogeschool,BE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
127,Karel De Grote Hogeschool,BE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
127,Karel De Grote Hogeschool,BE,BUS,"Business, Economics & Management",Economia e Management,ETER
127,Karel De Grote Hogeschool,BE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
127,Karel De Grote Hogeschool,BE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
127,Karel De Grote Hogeschool,BE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
127,Karel De Grote Hogeschool,BE,ICT,Computer Science & IT,Informatica e IT,ETER
127,Karel De Grote Hogeschool,BE,LAW,Law,Giurisprudenza,ETER
127,Karel De Grote Hogeschool,BE,MED,Medicine & Health,Medicina e Salute,ETER
127,Karel De Grote Hogeschool,BE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
128,Katholieke Hogeschool Kempen,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
129,Katholieke Hogeschool Leuven,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
130,Katholieke Hogeschool Limburg,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
131,Katholieke Universiteit Brussel,BE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
131,Katholieke Universiteit Brussel,BE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
131,Katholieke Universiteit Brussel,BE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
131,Katholieke Universiteit Brussel,BE,BUS,"Business, Economics & Management",Economia e Management,ETER
131,Katholieke Universiteit Brussel,BE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
131,Katholieke Universiteit Brussel,BE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
131,Katholieke Universiteit Brussel,BE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
131,Katholieke Universiteit Brussel,BE,ICT,Computer Science & IT,Informatica e IT,ETER
131,Katholieke Universiteit Brussel,BE,LAW,Law,Giurisprudenza,ETER
131,Katholieke Universiteit Brussel,BE,MED,Medicine & Health,Medicina e Salute,ETER
131,Katholieke Universiteit Brussel,BE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
131,Katholieke Universiteit Brussel,BE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
132,"Katholieke Universiteit Leuven, Campus Kortrijk",BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
133,Katholieke Universiteit Leuven,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
134,Royal Military Academy,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
135,Universiteit Gent,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
136,Thierry Graduate School of Leadership,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
137,Universiteit Antwerpen,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
138,Universiteit Antwerpen Management School,BE,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
139,United Business Institute,BE,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
140,Université Catholique de Louvain,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
141,"Universiteit Antwerpen, UFSIA",BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
142,Hasselt University,BE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
142,Hasselt University,BE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
142,Hasselt University,BE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
142,Hasselt University,BE,BUS,"Business, Economics & Management",Economia e Management,ETER
142,Hasselt University,BE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
142,Hasselt University,BE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
142,Hasselt University,BE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
142,Hasselt University,BE,LAW,Law,Giurisprudenza,ETER
142,Hasselt University,BE,MED,Medicine & Health,Medicina e Salute,ETER
142,Hasselt University,BE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
143,Université Libre de Bruxelles,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
144,Université de Mons-Hainaut,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
145,Vesalius College,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
146,"Hogeschool voor Wetenschap en Kunst (VLEKHO), Brussel",BE,ART,"Arts, Design & Music","Arte, Design e Musica",name-heuristic
147,Vlerick Leuven Gent Management School,BE,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
148,Vrije Universiteit Brussel,BE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
148,Vrije Universiteit Brussel,BE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
148,Vrije Universiteit Brussel,BE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
148,Vrije Universiteit Brussel,BE,BUS,"Business, Economics & Management",Economia e Management,ETER
148,Vrije Universiteit Brussel,BE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
148,Vrije Universiteit Brussel,BE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
148,Vrije Universiteit Brussel,BE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
148,Vrije Universiteit Brussel,BE,ICT,Computer Science & IT,Informatica e IT,ETER
148,Vrije Universiteit Brussel,BE,LAW,Law,Giurisprudenza,ETER
148,Vrije Universiteit Brussel,BE,MED,Medicine & Health,Medicina e Salute,ETER
148,Vrije Universiteit Brussel,BE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
148,Vrije Universiteit Brussel,BE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
149,Hogeschool voor Wetenschap & Kunst,BE,ART,"Arts, Design & Music","Arte, Design e Musica",name-heuristic
150,University College Odisee,BE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
150,University College Odisee,BE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
150,University College Odisee,BE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
150,University College Odisee,BE,BUS,"Business, Economics & Management",Economia e Management,ETER
150,University College Odisee,BE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
150,University College Odisee,BE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
150,University College Odisee,BE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
150,University College Odisee,BE,ICT,Computer Science & IT,Informatica e IT,ETER
150,University College Odisee,BE,LAW,Law,Giurisprudenza,ETER
150,University College Odisee,BE,MED,Medicine & Health,Medicina e Salute,ETER
150,University College Odisee,BE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
150,University College Odisee,BE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
151,Hogeschool Gent,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
152,Thomas More Hogeschool,BE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
153,American University,BA,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
154,International Burch University,BA,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
155,International University of Sarajevo,BA,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
