university_id,university,country_code,field_category,field_category_en,field_category_it,source
879,Aegean University,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
880,School of Pedagogical and Technological Education - A.S.PAI.T.E.,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
881,Athens Graduate School of Management (AGSM),GR,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
882,Athens Laboratory of Business Administration (ALBA),GR,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
883,Athens School of Fine Arts,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
883,Athens School of Fine Arts,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
883,Athens School of Fine Arts,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
883,Athens School of Fine Arts,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
883,Athens School of Fine Arts,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
883,Athens School of Fine Arts,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
883,Athens School of Fine Arts,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
883,Athens School of Fine Arts,GR,ICT,Computer Science & IT,Informatica e IT,ETER
883,Athens School of Fine Arts,GR,LAW,Law,Giurisprudenza,ETER
883,Athens School of Fine Arts,GR,MED,Medicine & Health,Medicina e Salute,ETER
883,Athens School of Fine Arts,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
883,Athens School of Fine Arts,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
884,Agricultural University of Athens,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
884,Agricultural University of Athens,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
884,Agricultural University of Athens,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
884,Agricultural University of Athens,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
884,Agricultural University of Athens,GR,ICT,Computer Science & IT,Informatica e IT,ETER
884,Agricultural University of Athens,GR,LAW,Law,Giurisprudenza,ETER
884,Agricultural University of Athens,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
884,Agricultural University of Athens,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
885,Athens University of Economics and Business,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
885,Athens University of Economics and Business,GR,ICT,Computer Science & IT,Informatica e IT,ETER
885,Athens University of Economics and Business,GR,LAW,Law,Giurisprudenza,ETER
885,Athens University of Economics and Business,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
885,Athens University of Economics and Business,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
886,Aristotle University of Thessaloniki,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
886,Aristotle University of Thessaloniki,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
886,Aristotle University of Thessaloniki,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
886,Aristotle University of Thessaloniki,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
886,Aristotle University of Thessaloniki,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
886,Aristotle University of Thessaloniki,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
886,Aristotle University of Thessaloniki,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
886,Aristotle University of Thessaloniki,GR,ICT,Computer Science & IT,Informatica e IT,ETER
886,Aristotle University of Thessaloniki,GR,LAW,Law,Giurisprudenza,ETER
886,Aristotle University of Thessaloniki,GR,MED,Medicine & Health,Medicina e Salute,ETER
886,Aristotle University of Thessaloniki,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
886,Aristotle University of Thessaloniki,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
887,City University Athens,GR,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
888,DEI Bachelor & Master Degrees,GR,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
889,Dimocritus University of Thrace,GR,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
890,Hellenic Open University,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
890,Hellenic Open University,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
890,Hellenic Open University,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
890,Hellenic Open University,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
890,Hellenic Open University,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
890,Hellenic Open University,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
890,Hellenic Open University,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
890,Hellenic Open University,GR,ICT,Computer Science & IT,Informatica e IT,ETER
890,Hellenic Open University,GR,LAW,Law,Giurisprudenza,ETER
890,Hellenic Open University,GR,MED,Medicine & Health,Medicina e Salute,ETER
890,Hellenic Open University,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
890,Hellenic Open University,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
891,Harokopio University,GR,ICT,Computer Science & IT,Informatica e IT,ETER
891,Harokopio University,GR,MED,Medicine & Health,Medicina e Salute,ETER
891,Harokopio University,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
891,Harokopio University,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
892,International Hellenic University,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
892,International Hellenic University,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
892,International Hellenic University,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
892,International Hellenic University,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
892,International Hellenic University,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
892,International Hellenic University,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
892,International Hellenic University,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
892,International Hellenic University,GR,ICT,Computer Science & IT,Informatica e IT,ETER
892,International Hellenic University,GR,LAW,Law,Giurisprudenza,ETER
892,International Hellenic University,GR,MED,Medicine & Health,Medicina e Salute,ETER
892,International Hellenic University,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
892,International Hellenic University,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
893,National Technical University of Athens,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
893,National Technical University of Athens,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
893,National Technical University of Athens,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
893,National Technical University of Athens,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
893,National Technical University of Athens,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
893,National Technical University of Athens,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
893,National Technical University of Athens,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
893,National Technical University of Athens,GR,ICT,Computer Science & IT,Informatica e IT,ETER
893,National Technical University of Athens,GR,LAW,Law,Giurisprudenza,ETER
893,National Technical University of Athens,GR,MED,Medicine & Health,Medicina e Salute,ETER
893,National Technical University of Athens,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
893,National Technical University of Athens,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
894,Panteios University of Economics and Political Sciences Athens,GR,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
895,Hellenic Army Academy,GR,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
896,University of West Attica,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
896,University of West Attica,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
896,University of West Attica,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
896,University of West Attica,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
896,University of West Attica,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
896,University of West Attica,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
896,University of West Attica,GR,LAW,Law,Giurisprudenza,ETER
896,University of West Attica,GR,MED,Medicine & Health,Medicina e Salute,ETER
896,University of West Attica,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
897,Hellenic Mediterranean University,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
897,Hellenic Mediterranean University,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
897,Hellenic Mediterranean University,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
897,Hellenic Mediterranean University,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
897,Hellenic Mediterranean University,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
897,Hellenic Mediterranean University,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
897,Hellenic Mediterranean University,GR,LAW,Law,Giurisprudenza,ETER
897,Hellenic Mediterranean University,GR,MED,Medicine & Health,Medicina e Salute,ETER
898,Technical University of Crete,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
898,Technical University of Crete,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
898,Technical University of Crete,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
898,Technical University of Crete,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
898,Technical University of Crete,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
898,Technical University of Crete,GR,ICT,Computer Science & IT,Informatica e IT,ETER
898,Technical University of Crete,GR,MED,Medicine & Health,Medicina e Salute,ETER
898,Technical University of Crete,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
898,Technical University of Crete,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
899,Ionian University,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
899,Ionian University,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
899,Ionian University,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
899,Ionian University,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
899,Ionian University,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
899,Ionian University,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
899,Ionian University,GR,ICT,Computer Science & IT,Informatica e IT,ETER
899,Ionian University,GR,LAW,Law,Giurisprudenza,ETER
899,Ionian University,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
899,Ionian University,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
900,University of Piraeus,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
900,University of Piraeus,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
900,University of Piraeus,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
900,University of Piraeus,GR,ICT,Computer Science & IT,Informatica e IT,ETER
900,University of Piraeus,GR,LAW,Law,Giurisprudenza,ETER
900,University of Piraeus,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
900,University of Piraeus,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
901,University of Athens,GR,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
902,University of Crete,GR,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
903,University of Ioannina,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
903,University of Ioannina,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
903,University of Ioannina,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
903,University of Ioannina,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
903,University of Ioannina,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
903,University of Ioannina,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
903,University of Ioannina,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
903,University of Ioannina,GR,ICT,Computer Science & IT,Informatica e IT,ETER
903,University of Ioannina,GR,LAW,Law,Giurisprudenza,ETER
903,University of Ioannina,GR,MED,Medicine & Health,Medicina e Salute,ETER
903,University of Ioannina,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
903,University of Ioannina,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
904,University of Macedonia,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
904,University of Macedonia,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
904,University of Macedonia,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
904,University of Macedonia,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
904,University of Macedonia,GR,ICT,Computer Science & IT,Informatica e IT,ETER
904,University of Macedonia,GR,LAW,Law,Giurisprudenza,ETER
904,University of Macedonia,GR,MED,Medicine & Health,Medicina e Salute,ETER
904,University of Macedonia,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
904,University of Macedonia,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
905,University of Peloponnese,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
905,University of Peloponnese,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
905,University of Peloponnese,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
905,University of Peloponnese,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
905,University of Peloponnese,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
905,University of Peloponnese,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
905,University of Peloponnese,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
905,University of Peloponnese,GR,ICT,Computer Science & IT,Informatica e IT,ETER
905,University of Peloponnese,GR,LAW,Law,Giurisprudenza,ETER
905,University of Peloponnese,GR,MED,Medicine & Health,Medicina e Salute,ETER
905,University of Peloponnese,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
906,University of Western Macedonia,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
906,University of Western Macedonia,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
906,University of Western Macedonia,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
906,University of Western Macedonia,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
906,University of Western Macedonia,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
906,University of Western Macedonia,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
906,University of Western Macedonia,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
906,University of Western Macedonia,GR,ICT,Computer Science & IT,Informatica e IT,ETER
906,University of Western Macedonia,GR,LAW,Law,Giurisprudenza,ETER
906,University of Western Macedonia,GR,MED,Medicine & Health,Medicina e Salute,ETER
906,University of Western Macedonia,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
906,University of Western Macedonia,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
907,University of Patras,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
907,University of Patras,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
907,University of Patras,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
907,University of Patras,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
907,University of Patras,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
907,University of Patras,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
907,University of Patras,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
907,University of Patras,GR,ICT,Computer Science & IT,Informatica e IT,ETER
907,University of Patras,GR,LAW,Law,Giurisprudenza,ETER
907,University of Patras,GR,MED,Medicine & Health,Medicina e Salute,ETER
907,University of Patras,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
907,University of Patras,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
908,University of Thessaly,GR,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
908,University of Thessaly,GR,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
908,University of Thessaly,GR,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
908,University of Thessaly,GR,BUS,"Business, Economics & Management",Economia e Management,ETER
908,University of Thessaly,GR,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
908,University of Thessaly,GR,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
908,University of Thessaly,GR,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
908,University of Thessaly,GR,ICT,Computer Science & IT,Informatica e IT,ETER
908,University of Thessaly,GR,LAW,Law,Giurisprudenza,ETER
908,University of Thessaly,GR,MED,Medicine & Health,Medicina e Salute,ETER
908,University of Thessaly,GR,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
908,University of Thessaly,GR,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
909,Debrecen University of Agricultural Sciences,HU,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,name-heuristic
910,Andrassy Gyula German Speaking University Budapest,HU,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
910,Andrassy Gyula German Speaking University Budapest,HU,BUS,"Business, Economics & Management",Economia e Management,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,ICT,Computer Science & IT,Informatica e IT,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,LAW,Law,Giurisprudenza,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,MED,Medicine & Health,Medicina e Salute,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
910,Andrassy Gyula German Speaking University Budapest,HU,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
911,Hungarian Academy of Fine Arts Budapest,HU,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
911,Hungarian Academy of Fine Arts Budapest,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
911,Hungarian Academy of Fine Arts Budapest,HU,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
912,Avicenna International College,HU,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
913,Dániel Berzsenyi Teacher Training College,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,name-heuristic
914,Budapest University of Economic Sciences and Public Administration,HU,BUS,"Business, Economics & Management",Economia e Management,name-heuristic
915,Budapest University of Technology and Economics,HU,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
915,Budapest University of Technology and Economics,HU,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
915,Budapest University of Technology and Economics,HU,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
915,Budapest University of Technology and Economics,HU,BUS,"Business, Economics & Management",Economia e Management,ETER
915,Budapest University of Technology and Economics,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
915,Budapest University of Technology and Economics,HU,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
915,Budapest University of Technology and Economics,HU,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
915,Budapest University of Technology and Economics,HU,ICT,Computer Science & IT,Informatica e IT,ETER
915,Budapest University of Technology and Economics,HU,LAW,Law,Giurisprudenza,ETER
915,Budapest University of Technology and Economics,HU,MED,Medicine & Health,Medicina e Salute,ETER
915,Budapest University of Technology and Economics,HU,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
915,Budapest University of Technology and Economics,HU,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
916,Central European University,HU,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
916,Central European University,HU,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
916,Central European University,HU,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
916,Central European University,HU,BUS,"Business, Economics & Management",Economia e Management,ETER
916,Central European University,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
916,Central European University,HU,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
916,Central European University,HU,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
916,Central European University,HU,ICT,Computer Science & IT,Informatica e IT,ETER
916,Central European University,HU,LAW,Law,Giurisprudenza,ETER
916,Central European University,HU,MED,Medicine & Health,Medicina e Salute,ETER
916,Central European University,HU,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
916,Central European University,HU,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
917,University Medical School of Debrecen,HU,MED,Medicine & Health,Medicina e Salute,name-heuristic
918,Reformed Theological Academy of Debrecen,HU,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
918,Reformed Theological Academy of Debrecen,HU,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
918,Reformed Theological Academy of Debrecen,HU,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
918,Reformed Theological Academy of Debrecen,HU,BUS,"Business, Economics & Management",Economia e Management,ETER
918,Reformed Theological Academy of Debrecen,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
918,Reformed Theological Academy of Debrecen,HU,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
918,Reformed Theological Academy of Debrecen,HU,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
918,Reformed Theological Academy of Debrecen,HU,ICT,Computer Science & IT,Informatica e IT,ETER
918,Reformed Theological Academy of Debrecen,HU,LAW,Law,Giurisprudenza,ETER
918,Reformed Theological Academy of Debrecen,HU,MED,Medicine & Health,Medicina e Salute,ETER
918,Reformed Theological Academy of Debrecen,HU,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
918,Reformed Theological Academy of Debrecen,HU,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
919,College of Dunaujvaros,HU,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
919,College of Dunaujvaros,HU,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
919,College of Dunaujvaros,HU,BUS,"Business, Economics & Management",Economia e Management,ETER
919,College of Dunaujvaros,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
919,College of Dunaujvaros,HU,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
919,College of Dunaujvaros,HU,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
919,College of Dunaujvaros,HU,ICT,Computer Science & IT,Informatica e IT,ETER
919,College of Dunaujvaros,HU,LAW,Law,Giurisprudenza,ETER
919,College of Dunaujvaros,HU,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
919,College of Dunaujvaros,HU,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
920,University of Sopron,HU,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
920,University of Sopron,HU,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
920,University of Sopron,HU,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
920,University of Sopron,HU,BUS,"Business, Economics & Management",Economia e Management,ETER
920,University of Sopron,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
920,University of Sopron,HU,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
920,University of Sopron,HU,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
920,University of Sopron,HU,ICT,Computer Science & IT,Informatica e IT,ETER
920,University of Sopron,HU,LAW,Law,Giurisprudenza,ETER
920,University of Sopron,HU,MED,Medicine & Health,Medicina e Salute,ETER
920,University of Sopron,HU,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
920,University of Sopron,HU,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
921,Esztergom Theological College,HU,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,name-heuristic
922,Eötvös Lorand University,HU,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
922,Eötvös Lorand University,HU,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
922,Eötvös Lorand University,HU,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
922,Eötvös Lorand University,HU,BUS,"Business, Economics & Management",Economia e Management,ETER
922,Eötvös Lorand University,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
922,Eötvös Lorand University,HU,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
922,Eötvös Lorand University,HU,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
922,Eötvös Lorand University,HU,ICT,Computer Science & IT,Informatica e IT,ETER
922,Eötvös Lorand University,HU,LAW,Law,Giurisprudenza,ETER
922,Eötvös Lorand University,HU,MED,Medicine & Health,Medicina e Salute,ETER
922,Eötvös Lorand University,HU,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
922,Eötvös Lorand University,HU,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
923,Academy of Drama and Film,HU,ART,"Arts, Design & Music","Arte, Design e Musica",name-heuristic
924,Haynal Imre University of Health Sciences Budapest,HU,MED,Medicine & Health,Medicina e Salute,name-heuristic
925,Hungarian University of Physical Education,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,name-heuristic
926,Janus Pannonius University,HU,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
927,University of Horticulture and Food Industry,HU,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
928,Károl Gáspár University of the Reformed Church,HU,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
929,Kodolanyi Janos University College,HU,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
929,Kodolanyi Janos University College,HU,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
929,Kodolanyi Janos University College,HU,BUS,"Business, Economics & Management",Economia e Management,ETER
929,Kodolanyi Janos University College,HU,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
929,Kodolanyi Janos University College,HU,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
929,Kodolanyi Janos University College,HU,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
929,Kodolanyi Janos University College,HU,LAW,Law,Giurisprudenza,ETER
929,Kodolanyi Janos University College,HU,MED,Medicine & Health,Medicina e Salute,ETER
929,Kodolanyi Janos University College,HU,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
