id,name,country,country_code,city,lat,lon,field_category,field_category_en,field_category_it,fields_offered,fields_source,monthly_room_rent_eur,room_rent_level,room_rent_source,domain,website,the_world_rank,the_overall_score,the_teaching,the_research,the_citations,the_international_outlook,the_industry_income
1384,Universidade Independente,Portugal,PT,Lisbon,38.72509,-9.1498,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,460,city,https://housinganywhere.com/s/Lisbon--Portugal/private-rooms,uni.pt,http://www.uni.pt/,,,,,,,
1385,Universidade Aberta Lisboa,Portugal,PT,Lisbon,38.72509,-9.1498,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,460,city,https://housinganywhere.com/s/Lisbon--Portugal/private-rooms,univ-ab.pt,http://www.univ-ab.pt/,,,,,,,
1386,Universidade Autónoma de Lisboa Luís de Camoes,Portugal,PT,Lisbon,38.72509,-9.1498,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,460,city,https://housinganywhere.com/s/Lisbon--Portugal/private-rooms,universidade-autonoma.pt,http://www.universidade-autonoma.pt/,,,,,,,
1387,Universidade Nova de Lisboa,Portugal,PT,Lisbon,38.72509,-9.1498,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,460,city,https://housinganywhere.com/s/Lisbon--Portugal/private-rooms,unl.pt,http://www.unl.pt/,,,,,,,
1388,Universidade Portucalense Infante D. Henrique,Portugal,PT,Porto,41.1485,-8.61097,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,450,city,https://www.idealista.pt/news/imobiliario/habitacao/2026/04/13/74878-arrendar-quarto-em-portugal-esta-mais-caro-preco-subiu-8-num-ano,uportu.pt,http://www.uportu.pt/,,,,,,,
1389,Universidade do Porto,Portugal,PT,Porto,41.1485,-8.61097,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,450,city,https://www.idealista.pt/news/imobiliario/habitacao/2026/04/13/74878-arrendar-quarto-em-portugal-esta-mais-caro-preco-subiu-8-num-ano,up.pt,http://www.up.pt/,,,,,,,
1390,Universidade de Tras-os-Montes e Alto Douro,Portugal,PT,Vila Real,41.3001,-7.7432,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,450,country:city-derived,https://housinganywhere.com/Lisbon--Portugal/cost-of-living-lisbon,utad.pt,http://www.utad.pt/,1201–1500,27.3,19.6,20.9,47.3,40.5,38.6
1391,Universidade Tecnica de Lisboa,Portugal,PT,Lisbon,38.72509,-9.1498,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,460,city,https://housinganywhere.com/s/Lisbon--Portugal/private-rooms,utl.pt,http://www.utl.pt/,,,,,,,
1392,Nova School of Business and Economics,Portugal,PT,Carcavelos,38.69105,-9.32215,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,450,country:city-derived,https://housinganywhere.com/Lisbon--Portugal/cost-of-living-lisbon,novasbe.unl.pt,https://www.novasbe.unl.pt/,,,,,,,
1393,AISTEDA,Romania,RO,Alba Iulia,46.06667,23.58333,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,98,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,aistedaab.ro,http://www.aistedaab.ro/,,,,,,,
1394,"Academy of Music ""Georghe Dima"" Cluj-Napoca",Romania,RO,Cluj-Napoca,46.76667,23.6,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,164,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,amgd.eu,http://www.amgd.eu/,,,,,,,
1395,National Academy for Physical Education and Sports Bucharest,Romania,RO,Bucharest,44.43225,26.10626,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,ETER,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,anefs-edu.ro,http://www.anefs-edu.ro/,,,,,,,
1396,"Academy of Arts ""George Enescu"" Iasi",Romania,RO,Iaşi,47.16667,27.6,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,227,city,https://www.numbeo.com/cost-of-living/in/Iasi,arteiasi.ro,http://www.arteiasi.ro/,,,,,,,
1397,Academia de Studii Economice din Bucuresti,Romania,RO,Bucharest,44.43225,26.10626,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,ase.ro,http://www.ase.ro/,,,,,,,
1398,University of Craiova,Romania,RO,Craiova,44.31667,23.8,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,109,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,central.ucv.ro,http://www.central.ucv.ro/,1501+,10.3,16.2,11.5,26.6,25.8,24.2
1399,Emanuel University,Romania,RO,Oradea,47.0458,21.91833,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,100,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,emanuel.ro,http://www.emanuel.ro/,,,,,,,
1400,"Institute of Architecture ""Ion Mincu"" Bucharest",Romania,RO,Bucharest,44.43225,26.10626,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ARC,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,iaim.ro,http://www.iaim.ro/,Reporter,,,,,,
1401,Academia Tehnica Militara,Romania,RO,Bucharest,44.43225,26.10626,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,mta.ro,http://www.mta.ro/,,,,,,,
1402,University of Medicine and Pharmacology of Oradea,Romania,RO,Oradea,47.0458,21.91833,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,100,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,oradeauniversity.com,http://www.oradeauniversity.com/,,,,,,,
1403,Oradea University,Romania,RO,Oradea,47.0458,21.91833,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,100,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,oradeauniversity.co,http://www.oradeauniversity.com/,1501+,10.3,16.5,13.3,31.7,38.5,18.7
1404,University of Constanta Medical School,Romania,RO,Constanţa,44.18073,28.63432,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ovidunivconstanta-edu.org,http://www.ovidunivconstanta-edu.org/,,,,,,,
1405,University Politehnica of Bucharest,Romania,RO,Bucharest,44.43225,26.10626,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,pub.ro,http://www.pub.ro/,,,,,,,
1406,Romanian-American University,Romania,RO,Bucharest,44.43225,26.10626,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,rau.ro,http://www.rau.ro/,,,,,,,
1407,University of Sibiu,Romania,RO,Sibiu,45.8,24.15,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,119,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,sibiu.ro,http://www.sibiu.ro/,,,,,,,
1408,National School of Political and Administrative Studies Bucharest,Romania,RO,Bucharest,44.43225,26.10626,SOC,Social & Political Sciences,Scienze Sociali e Politiche,SOC,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,snspa.ro,http://www.snspa.ro/,,,,,,,
1409,Spiru Haret University,Romania,RO,Bucharest,44.43225,26.10626,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,spiruharet.ro,http://www.spiruharet.ro/,,,,,,,
1410,Technical University of Iasi,Romania,RO,Iaşi,47.16667,27.6,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,227,city,https://www.numbeo.com/cost-of-living/in/Iasi,tuiasi.ro,http://www.tuiasi.ro/,,,,,,,
1411,1 December University of Alba Iulia,Romania,RO,Alba Iulia,46.06667,23.58333,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SOC,ETER,98,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uab.ro,http://www.uab.ro/,,,,,,,
1412,University of Iasi,Romania,RO,Iaşi,47.16667,27.6,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,227,city,https://www.numbeo.com/cost-of-living/in/Iasi,uaic.ro,http://www.uaic.ro/,,,,,,,
1413,University of Art and Design Cluj-Napoca,Romania,RO,Cluj-Napoca,46.76667,23.6,ART,"Arts, Design & Music","Arte, Design e Musica",ART|HUM,ETER,164,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uartdcluj.ro,http://www.uartdcluj.ro/,,,,,,,
1414,Targu-Mures University of Theatre,Romania,RO,Târgu Mureş,46.54245,24.55747,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,127,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uat.ro,http://www.uat.ro/,,,,,,,
1415,"University ""Aurel Vlaicu"" Arad",Romania,RO,Arad,46.18333,21.31667,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,93,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uav.ro,http://www.uav.ro/,Reporter,,,,,,
1416,Babes-Bolyai University of Cluj-Napoca,Romania,RO,Cluj-Napoca,46.76667,23.6,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,164,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ubbcluj.ro,http://www.ubbcluj.ro/,,,,,,,
1417,North University of Baia Mare,Romania,RO,Baia Mare,47.65729,23.56808,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,85,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ubm.ro,http://www.ubm.ro/,,,,,,,
1418,University of Bacau,Romania,RO,Bacău,46.56718,26.91384,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,121,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ub.ro,http://www.ub.ro/,,,,,,,
1419,University of Resita,Romania,RO,Reşiţa,45.30083,21.88917,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,82,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uem.ro,http://www.uem.ro/,,,,,,,
1420,University of Galatzi,Romania,RO,Galaţi,45.43687,28.05028,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.globalpropertyguide.com/europe/rent,ugal.ro,http://www.ugal.ro/,,,,,,,
1421,University Lucian Blaga of Sibiu,Romania,RO,Sibiu,45.8,24.15,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,119,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ulbsibiu.ro,http://www.ulbsibiu.ro/,1501+,10.3,19.0,16.0,42.0,33.9,22.6
1422,University of Medicine and Pharmacy of Cluj-Napoca,Romania,RO,Cluj-Napoca,46.76667,23.6,MED,Medicine & Health,Medicina e Salute,MED,ETER,164,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,umfcluj.ro,http://www.umfcluj.ro/,1201–1500,27.3,26.2,12.4,51.3,49.9,31.1
1423,University of Medicine and Pharmacy of Iasi,Romania,RO,Iaşi,47.16667,27.6,MED,Medicine & Health,Medicina e Salute,ARC|ENG|MED,ETER,227,city,https://www.numbeo.com/cost-of-living/in/Iasi,umfiasi.ro,http://www.umfiasi.ro/,,,,,,,
1424,University of Medicine and Pharmacy of Targu Mures,Romania,RO,Târgu Mureş,46.54245,24.55747,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,127,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,umftgm.ro,http://www.umftgm.ro/,,,,,,,
1425,University of Medicine and Pharmacy of Timisoara,Romania,RO,Timişoara,45.75372,21.22571,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,150,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,umft.ro,http://www.umft.ro/,,,,,,,
1426,National University of Arts,Romania,RO,Bucharest,44.43225,26.10626,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,unarte.ro,http://www.unarte.ro/,,,,,,,
1427,National University of Theater and Film Arts,Romania,RO,Bucharest,44.43225,26.10626,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,unatc.ro,http://www.unatc.ro/,,,,,,,
1428,University of Bucharest,Romania,RO,Bucharest,44.43225,26.10626,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,unibuc.ro,http://www.unibuc.ro/,1501+,10.3,18.7,9.7,30.5,22.6,39.2
1429,"University ""Transilvany"" of Brasov",Romania,RO,Braşov,45.64861,25.60613,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,158,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,unitbv.ro,http://www.unitbv.ro/,,,,,,,
1430,University of Agriculture and Veterinary Medicine Iasi,Romania,RO,Iaşi,47.16667,27.6,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,227,city,https://www.numbeo.com/cost-of-living/in/Iasi,univagro-iasi.ro,http://www.univagro-iasi.ro/,,,,,,,
1431,Constantin Brancoveanu University Pitesti,Romania,RO,Piteşti,44.85,24.86667,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,110,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,univcb.ro,http://www.univcb.ro/,,,,,,,
1432,University of Medicine and Pharmacy of Bucharest,Romania,RO,Bucharest,44.43225,26.10626,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,univermed-cdgm.ro,http://www.univermed-cdgm.ro/,,,,,,,
1433,Maritime University Constanta,Romania,RO,Constanţa,44.18073,28.63432,ENG,Engineering & Technology,Ingegneria e Tecnologia,ARC|ENG,ETER,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,universitateamaritima.ro,http://www.universitateamaritima.ro/,,,,,,,
1434,University of Constanta,Romania,RO,Constanţa,44.18073,28.63432,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,univ-ovidius.ro,http://www.univ-ovidius.ro/,,,,,,,
1435,National University of Music,Romania,RO,Bucharest,44.43225,26.10626,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,unmb.ro,http://www.unmb.ro/,,,,,,,
1436,University of Oradea,Romania,RO,Oradea,47.0458,21.91833,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,100,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uoradea.ro,http://www.uoradea.ro/,,,,,,,
1437,"University ""Petre Andrei"" Iasi",Romania,RO,Iaşi,47.16667,27.6,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,227,city,https://www.numbeo.com/cost-of-living/in/Iasi,upa.ro,http://www.upa.ro/,,,,,,,
1438,University of Petrosani,Romania,RO,Petroşani,45.41667,23.36667,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.globalpropertyguide.com/europe/rent,upet.ro,http://www.upet.ro/,,,,,,,
1439,University Oil- Gas Ploiesti,Romania,RO,Ploieşti,44.95,26.01667,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|ENG|HUM|ICT|SCI|SOC,ETER,110,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,upg-ploiesti.ro,http://www.upg-ploiesti.ro/,Reporter,,,,,,
1440,University of Pitesti,Romania,RO,Piteşti,44.85,24.86667,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,110,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,upit.ro,http://www.upit.ro/,,,,,,,
1441,Petru Maior University of Targu Mures,Romania,RO,Târgu Mureş,46.54245,24.55747,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,127,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,upm.ro,http://www.upm.ro/,,,,,,,
1442,University of Agriculture and Veterinary Medicine Bucharest,Romania,RO,Bucharest,44.43225,26.10626,MED,Medicine & Health,Medicina e Salute,AGR|ARC|EDU|ENG|SCI,ETER,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,usab.ro,http://www.usab.ro/,Reporter,,,,,,
1443,University of Agriculture and Veterinary Medicine Timisoara,Romania,RO,Timişoara,45.75372,21.22571,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,150,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,usab-tm.ro,http://www.usab-tm.ro/,,,,,,,
1444,University of Agriculture and Veterinary Medicine Cluj-Napoca,Romania,RO,Cluj-Napoca,46.76667,23.6,MED,Medicine & Health,Medicina e Salute,AGR,ETER,164,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,usamvcluj.ro,http://www.usamvcluj.ro/,,,,,,,
1445,University of Suceava,Romania,RO,Suceava,47.63333,26.25,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,110,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,usv.ro,http://www.usv.ro/,,,,,,,
1446,Technical University of Civil Engineering Bucharest,Romania,RO,Bucharest,44.43225,26.10626,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,utcb.ro,http://www.utcb.ro/,,,,,,,
1447,Technical University of Cluj-Napoca,Romania,RO,Cluj-Napoca,46.76667,23.6,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,164,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,utcluj.ro,http://www.utcluj.ro/,1501+,10.3,17.8,13.9,36.4,27.3,41.7
1448,University of Targu Jiu,Romania,RO,Târgu Jiu,45.05,23.28333,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.globalpropertyguide.com/europe/rent,utgjiu.ro,http://www.utgjiu.ro/,,,,,,,
1449,"University ""Titu Maiorescu""",Romania,RO,Bucharest,44.43225,26.10626,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,243,city,https://www.numbeo.com/cost-of-living/in/Bucharest,utm.ro,http://www.utm.ro/,,,,,,,
1450,Technical University of Timisoara,Romania,RO,Timişoara,45.75372,21.22571,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,150,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,utt.ro,http://www.utt.ro/,1501+,10.3,18.0,9.8,33.6,24.1,36.4
1451,West University of Timisoara,Romania,RO,Timişoara,45.75372,21.22571,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,150,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uvt.ro,http://www.uvt.ro/,1501+,10.3,22.7,13.3,43.7,34.7,19.2
1452,"Universitatea de Vest ""Vasile Goldiş""",Romania,RO,Arad,46.18333,21.31667,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,93,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uvvg.ro,http://www.uvvg.ro/,,,,,,,
1453,Valahia University of Targoviste,Romania,RO,Târgovişte,44.92543,25.4567,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|LAW|MED|SCI|SOC,ETER,250,country:city-derived,https://www.globalpropertyguide.com/europe/rent,valahia.ro,http://www.valahia.ro/,Reporter,,,,,,
1454,St. Petersburg State University of Civil Aviation,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,academiaga.ru,http://www.academiaga.ru/,,,,,,,
1455,Adygeja State University,Russian Federation,RU,Maykop,44.60789,40.10242,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,adygnet.ru,http://www.adygnet.ru/,,,,,,,
1456,Khabarovsk State Academy of Economics and Law,Russian Federation,RU,Khabarovsk,48.46204,135.0971,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,170,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ael.ru,http://www.ael.ru/,,,,,,,
1457,Astrahan State Medical Academy,Russian Federation,RU,Astrakhan,46.34968,48.04076,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,165,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,agma.astranet.ru,http://agma.astranet.ru/,,,,,,,
1458,Arhangelsk State Technical University,Russian Federation,RU,Arkhangel’sk,64.5461,40.55183,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,agtu.ru,http://www.agtu.ru/,,,,,,,
1459,Academy of Management and Entrepreneurship,Russian Federation,RU,Moscow,55.75204,37.61781,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,441,city,https://www.numbeo.com/cost-of-living/in/Moscow,ame.ru,http://www.ame.ru/,,,,,,,
1460,Amur State University,Russian Federation,RU,Blagoveshchensk,50.27593,127.52637,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,amursu.ru,http://www.amursu.ru/,,,,,,,
1461,Volga State Academy of Water Transport,Russian Federation,RU,Nizhniy Novgorod,56.32867,44.00205,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,228,city,https://www.numbeo.com/cost-of-living/in/Nizhny-Novgorod-Russia,aqua.sci-nnov.ru,http://www.aqua.sci-nnov.ru/,,,,,,,
1462,St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture,Russian Federation,RU,Saint Petersburg,59.93863,30.31413,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,279,city,https://www.numbeo.com/cost-of-living/in/Saint-Petersburg,artacademy.spb.ru,http://artacademy.spb.ru/,,,,,,,
1463,Altai State Medical University,Russian Federation,RU,Barnaul,53.36199,83.72786,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,asmu.ru,http://www.asmu.ru/,,,,,,,
1464,Astrakhan State University,Russian Federation,RU,Astrakhan,46.34968,48.04076,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,165,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,aspu.ru,http://www.aspu.ru/,,,,,,,
1465,Astrahan State Technical University,Russian Federation,RU,Astrakhan,46.34968,48.04076,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,165,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,astu.org,http://www.astu.org/,,,,,,,
1466,Altai State Technical University,Russian Federation,RU,Barnaul,53.36199,83.72786,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,astu.secna.ru,http://www.astu.secna.ru/,1501+,10.3,23.0,16.4,17.1,62.1,25.3
1467,Altai State University,Russian Federation,RU,Barnaul,53.36199,83.72786,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,asu.ru,http://www.asu.ru/,,,,,,,
1468,Volgograd State Medical University,Russian Federation,RU,Volgograd,48.71378,44.4976,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,113,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,volgogradstatemedicaluniversity.in,https://volgogradstatemedicaluniversity.in/,1501+,10.3,24.1,9.3,6.0,41.2,18.3
1469,Bashkir State University,Russian Federation,RU,Ufa,54.74306,55.96779,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,250,country:city-derived,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,bashedu.ru,http://www.bashedu.ru/,,,,,,,
